PuzzleId,FEN,Moves,Rating
IGoQ7,2Q5/5ppk/1Q1Np2p/3pP3/3P4/4n1K1/6qP/8 w - - 14 44,g3f4 g2f2,1734
IHD7b,2Q1Q3/6p1/6rk/8/3r1p2/5Pp1/6RK/3q4 w - - 0 49,h2h3 d1h1 g2h2 h1h2,899
IHnQK,4R3/1p1P2rk/n5p1/2P3q1/3Q1p2/P4Ppb/5P1P/R5K1 w - - 0 35,d7d8q g3h2 g1h2 g5g2,1462
IIO7r,r3r3/p1pq1NQP/bpn1p3/2kpp3/8/4P3/PPP2PP1/R3K2R w KQ - 3 22,h7h8q e8h8 h1h8 a8h8 g7h8 d7f7,972
IIQdz,5B2/4p3/5pk1/4q3/2Q5/6PP/p4P1K/8 b - - 0 44,a2a1q c4g8 g6f5 g8g4,1560
IIlxN,Q7/8/6k1/2pn2p1/4p3/6q1/8/1Q4K1 w - - 5 61,g1f1 d5e3 f1e2 g3f3,1235
IJ0di,r2qr1k1/1Pp2ppp/p4n2/8/8/P2B4/1B3PPP/2qQ1RK1 w - - 0 18,b7a8q c1d1 a8d8 d1f1 g1f1 e8d8,1616
IJ7oC,8/2P3pk/3R1prp/8/3P4/4P2P/3rqPPQ/5RK1 w - - 1 41,c7c8q d2d1 c8g8 h7g8 d6d8 g8h7,1573
IJqOn,8/6pk/1q3q1p/p7/8/3QQ1PP/5PK1/8 b - - 3 44,h7h8 e3e8 f6f8 e8f8,923
IKImV,2r1r1k1/5p2/p5p1/2p5/8/1P3q1P/PQ2p1RK/6R1 b - - 1 39,e2e1q g2g6 g8f8 g6g8 f8e7 g1e1,2116
IKbg8,3Q4/6pk/2p4p/p3Pp2/8/2Q1PP2/2R2KP1/r6q w - - 7 39,f2e2 h1f1 e2d2 a1d1,1633
IKozF,3rrk2/ppR2p1Q/3Nq1n1/6P1/8/5pP1/PPK5/4q2R b - - 1 32,e1h1 c7f7 e6f7 h7f7,1346
IKpKN,2QQ1r1k/p5pp/1p6/8/7P/P1P3PK/8/5q2 w - - 1 39,h3g4 h7h5 g4g5 f1f6,2153
ILNwB,7R/1P2k3/3p3p/2pPpq2/6pP/3PB2r/4nP1N/1Q3R1K w - - 3 29,b7b8q f5f3,1422
ILRxb,3Q1R2/5pkp/3p1np1/3Pq3/2P1p3/8/2Q2PPP/6K1 w - - 3 35,f8h8 e5a1 c2b1 a1b1,799
ILdHk,r1b1k1Q1/pp4b1/4p3/3pP1N1/6P1/7P/q4PK1/2q5 b - - 3 36,e8d7 g8e6 d7d8 g5f7 d8c7 e6d6,1539
ILmsu,7r/4k3/4B2p/2qPB1p1/1p2P3/6RQ/P6K/2q5 w - - 3 46,e5h8 c5f2 h3g2 c1g1 h2h3 g1g2 g3g2 f2h4,2253
ILnwF,7Q/4kpQ1/6p1/4n3/8/5qP1/6K1/8 w - - 3 47,g2h3 f3h1,1561
IMNdH,5k2/5p1Q/p4Qp1/8/1p6/3R3P/4r3/1r5K w - - 1 43,d3d1 b1d1 f6f1 d1f1,756
IN0C6,5Q2/4P1pk/7p/4q3/8/8/6PP/7K w - - 3 34,e7e8q e5a1 e8e1 a1e1 f8f1 e1f1,1087
INZsT,8/p2P1r2/3Q4/5kb1/5p2/2P2P1K/PP4P1/8 w - - 3 51,d7d8q f7h7 d6h6 h7h6,920
INrkF,8/P4pk1/6p1/7p/3Q3P/6P1/q4PK1/2q5 b - - 1 42,g7h6 d4h8,1063
INut2,2bkr3/3rn1P1/2p5/pp2R1Q1/8/8/P7/6K1 w - - 3 33,g7g8q e8g8 g5g8 e7g8,1069
IOQK6,6k1/5p2/8/4p1QP/2qbP3/8/5PPK/q7 b - - 0 36,g8h7 h5h6 a1h1 h2h1 c4c1 g5c1,2070
IOW8V,7Q/8/4Npk1/p1N5/8/2P5/P3K2p/6q1 b - - 7 52,h2h1q h8g7 g6f5 e6d4 g1d4 c3d4,1527
IOlU1,1r3rk1/1bq2pB1/pp1p4/2pPn2R/2P5/8/PP1Qp3/K1NR4 b - - 0 22,e2d1q h5h8 g8g7 d2h6,1351
IOlny,8/3Q1p1k/p7/6p1/P3pq1p/5r1Q/8/3R3K w - - 3 41,h3f5 f4f5 d7f5 f3f5,677
IPCeW,2Q5/5ppk/1Q2p2p/8/8/5bqP/6P1/2R3RK w - - 0 50,c1c3 g3h3,1239
IPP00,5B2/4Qk1p/6p1/3p4/3P4/2b4P/1qP2PPK/q7 b - - 10 32,f7g8 e7g7,832
IPbqr,3r1k2/1pb2p1Q/p5p1/2Pq2N1/1P6/P4RP1/3pr2P/5R1K b - - 2 31,d2d1q g5e6 d5e6 f3f7 e6f7 h7f7,2349
IQ6DR,2Q5/4Qrk1/4p1p1/p3P2p/7P/6P1/5P1K/3q4 w - - 1 38,e7g5 f7f2 h2h3 d1f1,991
IQT5P,4Q3/3P1pk1/1r4p1/6q1/3p3p/2pP1P1P/4R1P1/6K1 w - - 0 38,d7d8q b6b1 e2e1 b1e1 e8e1 g5d8,1669
IQqup,rnb1kbnr/pppp1ppp/8/8/2B1P2q/5Q2/PPPP2pP/RNBK2NR b kq - 1 6,g2h1q f3f7 e8d8 f7f8,1374
IR2uA,rn4nr/p3k1Q1/1pp5/3p2P1/3P4/3B1N2/P3KPq1/7q b - - 1 28,e7d6 g7e5 d6d7 d3f5 d7d8 e5d6 b8d7 d6d7,1399
IR9jT,2r3k1/5p2/p3p3/1b2P1Pp/3P3Q/5B2/2p2RPK/3q4 b - - 1 41,c2c1q f3d1 c1d1 g5g6,2234
IRBNw,6k1/6p1/1p5p/6PP/4Q3/1q6/p4PK1/8 b - - 0 60,a2a1q e4e8 g8h7 g5g6,1147
IRDip,3r1kr1/P5qp/1nQ2p2/3n4/1p6/1P2PN2/1B3PPP/R4RK1 w - - 3 30,a7a8q g7g2,1478
IRInK,8/p1p1Pppk/7p/2Q5/8/8/3q1PPP/6K1 w - - 0 29,e7e8q d2d1 e8e1 d1e1,737
IRJ8r,r1q1k2N/1p4p1/p3pB1p/3p4/1n1P4/5Q2/PPp2PPP/4R1K1 b q - 0 19,c2c1q f3h5 e8d7 h5f7 d7c6 e1c1,1512
IRKM9,4Q3/7p/1pp2p2/p4k2/6P1/P4P2/6KP/2qq4 b - - 0 39,f5f4 e8e4 f4g5 e4f5 g5h6 f5f6,1872
IROjs,7Q/3bk3/1q2p3/3p4/3P4/2PB4/pp3PP1/4R1K1 b - - 0 39,b2b1q h8h7 e7d8 e1b1 a2b1q d3b1,2334
IRo78,1q6/1k6/2q2p2/4pP2/1QPpP3/3P4/3BK3/8 b - - 16 50,b7a6 b4b8 c6e4 e2d1,2280
IRrAY,3r3k/pq1P2b1/3R2QB/5p2/8/4PNKP/5PP1/1q5r b - - 2 50,h1h3 g3h3 b1h1 f3h2 h1g2 g6g2,2268
IRufg,r4rk1/1p6/3N2PQ/2pPp3/1qP3bP/2n1PP2/P2N1K2/1q5R b - - 2 29,b1h1 h6h7,895
IT818,3Q4/5pk1/3b4/p3q3/6R1/6P1/6PK/q7 b - - 7 47,g7h7 d8h4 e5h5 h4h5,1997
IU9AC,2Q3rk/5p1p/6r1/pB1Rp1n1/P3PpQ1/2P2P1P/1P3qPK/8 w - - 0 31,d5d8 g5f3 g4f3 g6g2 f3g2 f2g2,1363
IUNLZ,2Q5/4b2k/4p2p/1p1pPp2/1P1B1P2/3q2K1/1Q5P/7b w - - 1 46,g3f2 e7h4 f2g1 d3d1,1728
IUasV,1q1R1kr1/1r5p/4R3/4pp2/2P4P/6P1/3Q1P1K/1q6 b - - 5 38,b8d8 d2d8 f8g7 d8f6,2087
IUhM6,5Q2/p1P3pk/7p/8/4Pp2/1P1K1P2/P1r2qP1/8 w - - 4 41,c7c8q f2d2,1031
IVbY1,6k1/6pp/3Np3/1p1pP3/1q1P2PP/5Q2/5PK1/q7 b - - 1 35,a1a8 f3f7 g8h8 d6e8 a8a7 f7a7,1727
IWlqg,1rbr4/1P2kppp/2B1p2n/pPp1q3/2P5/P7/5PPP/R2Q1RK1 w - - 1 22,b7c8q d8d1 c8b8 d1f1 a1f1 e5b8,2135
IX1fI,Q1b1r1k1/pp3ppp/8/8/2Bq4/2n2Q2/P4PPP/R1B1K1NR w KQ - 1 14,g1e2 d4d1,1027
IYBYj,r5r1/1b3kP1/p2ppbn1/7Q/3QP3/n3BP2/P1q1B3/K2R3R w - - 3 27,h1g1 c2c3 d4c3 f6c3,2082
IYSD9,6Q1/kp5Q/2p5/p4N2/Pb6/4P3/r3qPBP/5nK1 w - - 1 35,h7h4 f1g3 h4d4 c6c5 g8g3 c5d4,2348
IZToc,Q3r1k1/5p1p/1Np3p1/1pPp4/1P4n1/Q3P3/8/1R1K2q1 w - - 0 41,d1c2 g4e3 c2c3 d5d4 c3d4 e3d1 d4d3 g1g3 d3c2 d1e3 c2b3 e3c4,2045
IaTSt,2Q5/R2r1ppk/4q2p/2Q5/8/6PK/5P1P/8 w - - 1 45,g3g4 d7d3 c5e3 d3e3 f2e3 e6c8,1760
IaXqF,3r1rk1/pbp1q2p/1p2p1pQ/4B3/2BP4/2P3PP/P1P2p1K/1R2R3 b - - 1 26,f2e1q c4e6 f8f7 h6g7,1850
Ib32I,6rk/1P1b2qp/3Q4/P1pP4/4Pp2/2P4p/5Pr1/2R2R1K w - - 2 31,b7b8q g2h2 h1h2 g7g2,1665
Ib7I0,Q5rk/4R1p1/2Q4p/8/8/2q4P/6PK/3q4 b - - 0 39,g8a8 c6a8 d1d8 a8d8,1473
IbaiF,3q1kr1/3p1p1p/2pNpPpQ/2P5/1q6/5N2/3PKPPP/8 b - - 3 29,g8g7 h6g7,1184
IbgnV,4Q3/kb3P2/p7/2n5/1pBq3P/8/PPP5/1K6 w - - 0 32,f7f8q d4d1,740
IcREL,rnb1Qbnr/ppN2ppp/3k4/8/3P1B1q/8/PPP4P/R2K1BNq b - - 1 13,h4f4 c7b5 d6d5 c2c4,2057
IccPI,2r3k1/5pB1/pq1p2p1/3Pn3/3N3Q/8/Pp4PP/R3R1K1 b - - 0 23,b2a1q h4h8,1096
IcpZN,5Q2/pq1rr1pk/5pRp/4pP2/5P2/3p3P/1p5K/6RB b - - 0 40,b2b1q g6h6 g7h6 f8g8,1712
Ics1r,8/5Qbk/6p1/2P1Bp1p/7P/2P5/1q4PK/q7 b - - 1 42,b2c3 f7g7,957
Id9xc,4Rr1k/7r/2p2Q1p/1p4pB/1q1Pp3/4P2P/P5PK/1q6 b - - 0 37,h7g7 e8f8 b4f8 f6f8,1089
IdaMZ,r5kr/ppp2p1p/2n4B/q4N2/3Q4/5N2/Pp3PPP/R3b1K1 b - - 3 16,b2a1q d4g4 a1g7 g4g7,1982
IeM3d,4R3/2r2p1k/6p1/4Q3/3P3p/2q4P/1p3PP1/6K1 b - - 1 35,b2b1q g1h2 f7f6 e5f6,1697
IeWe0,3kbQ1Q/p7/1p6/2pp1p2/3Pq3/8/PPP5/1K5R w - - 3 36,h8e5 e4h1 e5e1 h1e1,956
IeXpR,1Q6/P2R4/8/6k1/2r1p1p1/7p/5PPP/6K1 w - - 0 41,a7a8q c4c1 d7d1 c1d1,522
If8it,3r3k/1p2Q2p/pq3pP1/2n5/P7/1B4RP/2P3PK/3q4 b - - 1 36,d1d7 g6g7,1091
Ifkpt,7k/5B2/7p/4R1p1/4P3/2BP4/p2K1P2/1q6 b - - 2 35,a2a1q e5e8 h8h7 e8h8,1405
IfxZ5,8/Q2P4/p3qprk/1pp1p2p/8/2P3r1/P4R1N/R6K w - - 0 44,d7d8q e6c6 f2f3 g3f3 d8h8 h6g5 h8h5 g5h5,1908
Ig2W2,1k5r/ppp3Q1/2pb3p/7P/P7/2N1q3/1Pp5/5R1K b - - 1 26,c2c1q g7h8 d6f8 h8f8 e3e8 f8e8,1278
IgR3e,8/8/6pp/3Q1p1k/5P2/4P1KP/Pqp2P2/8 b - - 1 47,c2c1q d5f3,1342
IgVKx,q4r1k/2P3pp/1r1b1p2/3Qp3/4P3/5N1P/5PP1/2R3K1 w - - 0 37,c7c8q f8c8 d5a8 c8a8,1361
Igalu,7r/2P2pk1/p4p2/8/3Q4/1P1R2P1/P4PK1/4q3 w - - 3 48,c7c8q e1h1,1040
Ih0O3,3Q4/2P3bk/p2p4/3qpp1p/P7/5nPP/4NPK1/8 w - - 0 33,c7c8q f3h4 g2f1 d5d1,2104
IhUS1,Q7/4r1k1/3p3p/R7/3P2p1/2Q2pP1/7P/1q4K1 w - - 1 41,g1f2 e7e2,1616
IhcHa,1r3r2/2q2pkp/p3p1pN/3p2P1/5N1P/4R1P1/1p3Q1K/8 b - - 0 35,b2b1q f4h5 g6h5 f2f6,1837
Ihjko,8/1PQ2ppk/3p1rrp/8/2PPp3/P3P2q/6P1/R3RBK1 w - - 1 28,b7b8q f6f1 e1f1 h3g2,1169
Ii5S2,3qk3/pQR3pp/4p1b1/8/1P3P2/P6P/6PK/4q3 b - - 7 42,d8d6 c7c8 d6d8 b7b5 e8f7 c8d8,2624
IiEVz,3r1k1r/pPQ2ppp/4p3/8/8/2pqP3/P2N1PPP/3RKR2 w - - 0 25,b7b8q c3d2 d1d2 d3d2,1477
IiXn6,6k1/7N/Q5pP/8/3NPq2/1P6/KPPn1p2/8 b - - 4 37,f2f1q a6g6 g8h8 g6g7,1613
Ij6Ru,4r3/3n1NkP/4p1p1/3pP3/p1pq1PQ1/Pr6/1P5R/1R5K w - - 4 41,h7h8q e8h8 f7h8 d4e4 h2g2 e4b1,1424
IjCNY,8/2QP1pbk/p3qp1p/1p3bp1/6P1/P6P/1P3P2/6K1 w - - 0 36,d7d8q e6e1 g1g2 f5e4 f2f3 e1e2,1026
IjJea,Q1Q2bk1/5ppp/5n2/3p4/8/8/3q1pPP/2R3K1 w - - 0 32,g1h1 d2e1 c1e1 f2e1q,1138
IjND8,8/7P/5b2/2Q2B2/5P2/8/1q3PK1/2kq4 b - - 17 68,c1d2 c5e3,1646
IjNbp,r5k1/4q1pp/4p3/3pP1N1/2bP3P/2P5/ppQ3P1/1R5K b - - 1 38,a2a1q c2h7 g8f8 h7h8,1184
IjP0N,2Q5/5pk1/1B3qp1/3Qp2p/3pP2P/3Kb3/5r2/8 w - - 0 42,b6c5 f2d2 d3c4 f6f1,1668
IjPs3,3r2rk/pp4pp/3b1P2/8/1P4QK/P5P1/1BP1p2P/5q2 b - - 0 32,e2e1q f6g7 g8g7 g4g7,1036
Ijh0k,1nQ3nr/1p3kb1/3N4/3Pp3/4P3/2KB4/6q1/7q b - - 7 34,f7g6 c8f5 g6h6 d6f7,1218
Iji5J,rn2r2k/1p5p/5p2/3p3P/2qP4/2P2K2/1P4QP/q2R2R1 b - - 15 32,e8e3 f3e3 c4c3 b2c3 a1c3 d1d3 c3d3 e3d3,1957
IjwA3,8/8/8/6pq/3PQ2k/7P/5PPK/1q6 b - - 0 58,b1e4 g2g3,1113
IjwDB,2r4k/p3P2p/3P2p1/6q1/8/3b4/P4QBP/2q1R1K1 b - - 0 32,d3b5 f2f8 c8f8 e7f8q,1505
Ik4R1,8/p6p/3Q1pp1/6k1/8/6KP/PPqp2P1/8 b - - 1 34,d2d1q d6f4 g5h5 f4h4,1288
IkjXr,8/P4p1k/6p1/7p/P3P3/2Q2P1P/3p2PK/4q3 b - - 0 36,d2d1q c3e1 d1e1 a7a8q,1345
Iknh3,8/1P3ppk/4p2p/1Qb5/8/P2r4/KP2q2P/1R6 w - - 0 45,b7b8q d3a3,945
Ili4H,8/kp2Q1Q1/p1p5/3r4/5K2/1P4P1/P1P5/5q2 w - - 9 38,f4g4 f1f5 g4h4 f5h5,1373
ImaZ0,3Q4/6pp/1p6/1Q6/8/2P4P/1Pk3PK/4qq2 w - - 3 40,b5a4 c2b1 a4d1 e1d1 d8d1 f1d1,1527
ImbNs,6rk/6p1/R6p/8/5Q2/2P4P/pq4PK/8 b - - 1 40,a2a1q a6h6 g7h6 f4h6,1328
ImrvL,5r1k/4Q1Rp/p4p2/1p3q2/7K/1B4P1/P3p2P/8 b - - 1 33,e2e1q e7f8,1368
ImvgW,8/PQ3pk1/4b1pp/1P6/5q2/4p2P/5PP1/6K1 w - - 0 40,a7a8q e3f2 g1f1 e6c4,1920
Imy1K,4Q3/P5pk/2p4p/8/5P2/2P4P/4n1PK/q5B1 w - - 3 64,a7a8q a1g1,741
In2wv,2k5/1p3R2/2b1p3/2Q1P3/6P1/1q6/5PPK/3q4 b - - 1 28,d1g4 c5f8 c6e8 f8e8,960
In5SX,r7/6Qp/kqp1Q3/7P/3PN3/2Pb4/1P1R1P2/qBK4R w - - 3 35,d2d3 b6b2 c1d1 a1b1,1049
InKkH,1Q6/6pp/4ppk1/1p6/1P2P1PP/P5PK/2pq4/8 b - - 1 37,c2c1q b8e8 g6h6 e8h5,1519
InXk6,rnb1r1k1/pp3pPp/3pp3/6NQ/2q5/7P/PpP2P2/R1B1K2R b KQ - 1 14,b2c1q a1c1 c4c3 e1f1 c3g7 h1g1,1585
InsOe,8/R5pk/8/6PK/8/Rb3P2/pqp5/8 b - - 1 55,c2c1q g5g6 h7h8 a7a8 c1c8 a8c8 b3g8 c8g8 h8g8 a3a8 b2b8 a8b8,1284
Iovce,5r1k/5Npp/2p1Q3/2q1P3/2P5/7P/6PK/4q3 b - - 1 28,h8g8 f7h6 g8h8 e6g8 f8g8 h6f7,1358
Ip1Dq,2Q5/3P1ppk/8/8/3Np3/4P1pP/3r1qP1/6RK w - - 2 38,d7d8q f2g1 h1g1 d2d1,1275
IpVhc,2r4k/P5pp/8/3Qb3/2Pp4/3P2n1/P4RK1/q7 w - - 0 33,a7a8q a1h1,1176
Ipqqr,r4rk1/p4pP1/bppq3p/4p1BQ/1b2P2P/1B6/PPPp2P1/R5KR b - - 0 21,d2d1q a1d1 d6d1 h5d1,1631
Iq86P,r5k1/1P1r1pp1/3Pp1b1/q7/pR1p1PPp/P1Q4P/1P2B1K1/8 w - - 0 43,b7a8q a5a8 c3f3 g6e4 b4b8 a8b8,1617
IqCUV,3Q4/4N1k1/6pp/8/8/q4P1P/6PK/1q6 b - - 7 54,b1b4 d8g8 g7f6 e7d5 f6f5 g8f7,2325
IqGn9,8/1k3Pp1/p5q1/2Bb4/2pP2p1/7p/PP1K4/7Q w - - 1 40,f7f8q d5h1 f8e7 b7c6,2387
IqLYq,8/2RP1ppk/6r1/p3PQ2/6PP/5PK1/1r1q4/5R2 w - - 5 40,d7d8q d2h2,1570
IqTw3,5k2/5Pb1/2q5/3p1Q2/1p5B/8/2p3P1/4R1K1 b - - 0 38,c2c1q h4e7,1464
IqkNx,8/1Q3pp1/Q3pk2/3p4/5n1p/4q3/6PK/1R6 w - - 3 43,b1f1 e3g3 h2g1 g3g2,1169
Iqyyc,8/2P5/1Q2p1pk/3bPpN1/P2p1P1p/q6P/6PK/2R5 w - - 1 46,c7c8q a3g3 h2g1 g3g2,1090
IrAF1,8/8/8/5Qpq/2q1P2k/7P/P4PPK/8 b - - 0 47,c4c7 g2g3 c7g3 f2g3,1318
IrCRg,1QQ5/6pk/6b1/p2Bp3/1p2PpP1/5PK1/4q3/8 w - - 0 47,g3h4 e2h2 h4g5 h2h6,1276
IrWMY,3r4/5P2/6k1/2P2pp1/5q2/8/1Q2K1P1/2R5 w - - 3 43,f7f8q d8f8 b2d2 f8e8,1942
Is72a,Q4nk1/1p1P1pp1/p7/4P3/8/8/qpb2PPP/3R2K1 w - - 1 30,d7d8q b2b1q d8f8 g8h7 f8h8 h7g6 h2h4 b1d1,1932
IsT5H,5rk1/3P1pp1/5R1p/8/1Q6/5BP1/1p3PKP/2q5 b - - 0 35,b2b1q b4f8 g8h7 f6h6 h7h6 f8h8,1914
IsWGp,8/5ppk/4p2p/6n1/3P1K1q/QQ2P3/1R4PP/8 w - - 10 47,f4e5 h4h2 g2g3 h2g3,1956
IsfbG,2Q5/3P2pk/p4p1p/1pP5/1P2q3/4rN2/P5PP/7K w - - 3 39,d7d8q e3e1 f3g1 e1g1 h1g1 e4e1,1079
IsukW,4r1k1/2Q4R/p5p1/2P5/1P2p3/P1q3PK/4p2P/8 b - - 0 43,e2e1q c7f7,1308
ItCGu,r5k1/1p1n1ppp/1qnBp3/3pP3/3P4/2P2Q2/Pp4PP/RN3R1K b - - 1 18,b2a1q f3f7 g8h8 d6f8 d7f8 f7f8 a8f8 f1f8,1933
ItuUV,8/2PQ4/5pp1/4p1kp/4P3/1q3PP1/p5PK/8 b - - 0 46,a2a1q d7d2 b3e3 d2e3,2315
Iu2hI,8/p1p2QP1/1pk5/3p2p1/3q4/P7/1PP1r2P/RK6 w - - 0 30,g7g8q e2e1 b1a2 d4c4 b2b3 c4c2,1364
IuCgo,r1b1Q3/6bk/1p6/1Pq1PP2/2P5/8/p1B3PP/2R4K b - - 0 39,a2a1q f5f6 c8f5 c2f5 h7h6 e8g6,1532
Iv3Y6,5bk1/pp4pp/2p1P3/6B1/2P5/5Q1P/PP2p1PK/3q4 b - - 2 27,e2e1q f3f7 g8h8 f7f8,1095
IvYjO,2k5/1p1nQ3/1Bp3q1/2P5/P4p2/5R2/6PK/1q6 b - - 3 43,b1e4 e7d8,997
Iw6Gs,5rk1/p1P5/8/1p2B1p1/1P4p1/P2Q3p/5qr1/2R1R2K w - - 2 44,c7c8q g2h2 e5h2 f2g2,1659
IxlPZ,2r4k/q3QB2/3P2pp/1p6/1P1b1P2/6P1/2p3KP/4R3 b - - 2 37,c2c1q e1c1 a7a8 g2h3,1773
IxyaH,r1bq1rk1/p4pB1/2p5/2b4Q/8/8/PPp3PP/RN3R1K b - - 0 16,c2b1q h5h8,1147
IyKIw,4Rbk1/5p1p/p2p1Qp1/P2q4/8/1n5P/2p3P1/4R1K1 b - - 1 33,c2c1q e8f8 g8f8 f6h8,1497
IyUJr,5Q2/1r4pk/4p3/2r1b2P/pq3P2/8/PP2Q3/1K5R w - - 1 32,f8e8 b4b2 e2b2 b7b2 b1a1 b2b8 f4e5 b8e8,1855
IyhAK,4Q3/8/8/4k3/8/2q5/5PPK/1q6 b - - 1 64,e5f6 e8h8 f6g5 h8c3,1021
Iykqx,5QR1/1Q3p1p/4p1p1/3p3k/3P1P2/5rP1/4q2P/1R5K w - - 5 35,b7b2 f3f1 b1f1 e2f1,1056
IzHxD,6k1/6p1/4KPP1/3pB3/2bP4/1q6/8/q7 b - - 0 60,a1b1 f6f7 g8h8 f7f8q,1070
IzknY,2Qr1k2/ppQ5/4pP2/2p4N/6r1/7P/PPq4K/3RR3 w - - 1 37,h2h1 c2g2,929
IztnX,2Q5/1P3p1k/4p1qp/3p4/5b2/2P2N2/1P3PP1/6K1 w - - 2 29,b7b8q g6b1 f3e1 b1e1,1000
J0TpW,Q7/5ppk/2p4p/2Q5/1P6/7P/5PP1/4qbK1 w - - 0 32,c5c2 f1d3 g1h2 d3c2,1645
J0fgu,2r5/kp1P3p/3Q3b/8/4N3/2P2qP1/PP5P/1K6 w - - 7 35,d7c8q f3e4 d6d3 e4d3 b1a1 d3d1,1799
J1LtZ,6k1/p5pp/3qR3/5pb1/8/PQ6/1P3PPP/3q1NK1 b - - 1 31,d6d8 e6e8,856
J1cTo,r1br4/5kpN/p4pq1/1pQ1p3/2p1P3/P4P2/1PP1K1pR/R7 b - - 3 28,g2g1q a1g1 g6g1 c5g1,1846
J1euW,Q5r1/1R4r1/4kp2/3p3p/2pP1q2/Q4p1n/7P/1R5K w - - 1 39,b7b6 e6f5 a8d5 f5g4,2320
J27Cm,8/pR3Ppk/7p/b7/2r2p2/2q2P2/P3QP2/1K6 w - - 1 40,f7f8q c3c1,930
J2qZg,r5k1/2P2ppp/4pn2/4R3/5n1q/5Q1P/p1P2PP1/3R2K1 b - - 0 33,a2a1q f3a8 a1a8 d1d8 f6e8 d8a8,1900
J3139,r2q3r/6R1/2pkp3/1p3pP1/3PpP2/PQP1P3/1p3KP1/R7 b - - 1 28,b2a1q b3b4 c6c5 b4c5,1079
J3gOi,rnb2r2/pp2p1Pk/2p1p2P/3p4/3qnP2/2NB4/PPP5/R1BQK2R w KQ - 1 18,g7f8q d4f2,905
J3wwl,3r2k1/P4ppp/2p1r3/8/QP1n1q2/2N5/5PPP/R4RK1 w - - 2 25,a7a8q d4f3 g2f3 e6g6 g1h1 f4f3,1678
J4Jqj,8/5Qqk/5Npp/8/4p3/7P/6PK/1q6 b - - 3 61,h7h8 f7e8 g7f8 e8f8,1102
J4VbZ,r7/5Nkp/4Q1p1/3PP3/q1Pb4/8/p5PP/5R1K b - - 0 41,a2a1q e6f6 g7f8 f7g5 f8e8 f6f7 e8d8 g5e6 d8c8 f7c7,2550
J5cXw,8/1k2P3/pn6/3p2P1/1p1P4/PP1K1Q2/r7/2r5 w - - 0 46,e7e8q c1c3,1239
J5vw5,8/p3Q1kp/3p4/2pP4/PnP4P/4P1P1/5PK1/1qq5 b - - 3 38,g7h6 e7g5,1113
J6Odk,Q7/5rk1/3p3p/2p2nqP/3b2p1/3Q2N1/6B1/5RK1 w - - 4 39,g1h2 g5h4 g2h3 h4h3,1410
J6i7u,1r4k1/6p1/1p2Q2p/pPb5/P1P2P1K/8/1B5P/2q2q2 b - - 1 38,g8h8 e6h6 h8g8 h6g7,1394
J7fph,1Q6/6bk/8/4p3/5p1p/5Nqn/6P1/Q5K1 w - - 0 46,g1f1 g3f2,885
J7mXN,8/5pPk/5K2/4R3/p7/2q2P1P/6P1/7q b - - 6 52,c3c2 e5h5 h7g8 h5h8,906
J7nnG,1r3rk1/2Q4p/p2p2RP/4qp2/4pN2/P3P3/3P1K2/1q6 b - - 0 35,h7g6 h6h7 g8h8 f4g6,1682
J85eM,4Rbk1/3P1p2/p4q1p/2n3p1/2P3B1/7P/r4PP1/3Q2K1 w - - 3 42,d7d8q f6f2 g1h2 f2g2,999
J8OGb,2rr1k2/p4pRp/bp2pQ2/8/3P2p1/1P6/3q1P1P/R1q2BK1 b - - 1 28,c1c7 g7h7 d2f2 f6f2,2174
J8i0D,4Q3/1kp2p2/p2p4/1p1P4/4P3/1NPK4/PP3qp1/8 b - - 11 37,g2g1q b3a5 b7b6 e8c6 b6a5 b2b4 a5a4 c6a6,1806
J8pfn,8/2Q2P2/3p4/1k5P/6K1/6P1/2pq4/8 b - - 0 69,c2c1q c7c1 d2c1 f7f8q,1720
J8phQ,4Q3/p1bP1pk1/6p1/1Bp2q2/2P4p/P7/5PPP/6K1 w - - 2 41,d7d8q f5b1 d8d1 b1d1 e8e1 d1e1,954
J99vM,6k1/p4p2/5qpQ/3r4/4R3/7P/p4PP1/1r2R1K1 b - - 0 33,a2a1q e4e8,750
J9Lll,2QQ4/5K2/3b4/4pP2/1k2P3/3q4/8/6q1 b - - 2 59,d3c4 c8c4 b4c4 d8d6,1528
J9VA2,2r3k1/r5b1/4R1Q1/3p3p/5P2/2qB4/p1P4K/6R1 b - - 1 37,a2a1q e6e8 c8e8 g6e8,1707
J9Wws,8/4P1p1/8/3N2kp/q1Np2P1/3P3P/1p4K1/rQ6 w - - 1 53,e7e8q a4e8 b1b2 e8e1 h3h4 g5h4,2081
J9haM,8/1p1P2k1/p4pp1/2q4p/8/3Q1PnP/1P1R2P1/4K3 w - - 10 46,d7d8q c5g1 d3f1 g1f1,1357
JA4Pr,4Q3/6pk/p1P4p/3q4/3p4/1P4RP/P3p1PK/5r2 b - - 3 43,e2e1q e8g6 h7h8 g6g7,989
JAQey,5k2/R6p/1Qp1pPp1/p4P2/P7/8/3p2KP/2q5 b - - 1 40,d2d1q b6b8 d1d8 b8d8,933
JAXGu,4Q3/5r1p/p4pk1/3P2b1/KP1qP3/7Q/P4p2/8 w - - 0 43,h3f5 g6g7 e8f7 g7f7,1476
JAsJ1,1r2Q3/3P2pk/2q4p/4p3/4P3/3P3P/2b3PK/6R1 w - - 0 48,d7d8q c6e8 d8e8 b8e8,1066
