PuzzleId,Rating,PGN,Solution,FEN,Moves
1182N,1319,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e5 7. Nb3 Be7 8. f3 Be6 9. Qd2 O-O 10. O-O-O Nbd7 11. g4 b5 12. h4 b4 13. Nd5 Bxd5 14. exd5 a5 15. h5 Nb6 16. Bxb6 Qxb6 17. g5 Nd7 18. Kb1 a4 19. Nc1 Nc5 20. Nd3 b3 21. cxb3 axb3 22. a3 Rfc8 23. g6 Na4 24. gxf7+ Kf8 25. Nb4 Bf6 26. h6 g6 27. Rc1 e4 28. Rxc8+ Rxc8 29. Ba6 Rc7 30. fxe4 Bxb2 31. Qg5 Rxf7 32. Rh3,Rf1+ Bxf1 Qf2 Qd8+,5k2/5r1p/Bq1p2pP/3P2Q1/nN2P3/Pp5R/1b6/1K6 b - - 1 32,f7f1 a6f1 b6f2 g5d8
11LVX,1660,1. c4 e5 2. e3 Nf6 3. d4 Bb4+ 4. Nc3 d6 5. Bd2 exd4 6. exd4 Qe7+ 7. Be2 Bg4 8. Nf3 Bxf3 9. gxf3 Nc6 10. Qa4 Bxc3 11. Bxc3 O-O-O 12. d5 Nb8 13. Qxa7 Nh5 14. Qe3 Qh4 15. O-O-O Rde8 16. Qd2 Nf4 17. Bd3 Nd7,Bxg7 Nxd3+ Qxd3 Qg5+ Qd2 Qxg7,2k1r2r/1ppn1ppp/3p4/3P4/2P2n1q/2BB1P2/PP1Q1P1P/2KR3R w - - 9 18,c3g7 f4d3 d2d3 h4g5 d3d2 g5g7
11cz4,1924,1. d4 d6 2. c4 e5 3. dxe5 dxe5 4. Qxd8+ Kxd8 5. e4 c6 6. Nc3 Be6 7. Nf3 f6 8. Be3 Kc7 9. O-O-O Bb4 10. Kc2 h5 11. a3 Bxc3 12. Kxc3 Nh6 13. h3 Nd7 14. b4 Bf7 15. Be2 Nf8 16. Rd2 Ne6 17. Rhd1 Rad8 18. Nh4 Rxd2 19. Rxd2 Nf4 20. Bxf4 exf4 21. Nf5 Nxf5 22. exf5 Re8 23. Bf3 Re5 24. Re2 Kd6 25. Rxe5 Kxe5 26. Kd3 Kxf5 27. Be4+ Ke5 28. Bf3 Be8 29. a4 Bg6+ 30. Kc3 Bf7 31. c5 g5 32. b5 Bd5 33. b6 axb6 34. cxb6 Bxf3 35. gxf3 Kd5 36. Kb4 Kd6 37. a5,f5 a6 bxa6 Ka5,8/1p6/1Ppk1p2/P5pp/1K3p2/5P1P/5P2/8 b - - 0 37,f6f5 a5a6 b7a6 b4a5
11dQ2,626,1. e4 c6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Bg4 6. Be3 e6 7. Nbd2 Qb6 8. Nb3 Bxf3 9. gxf3 cxd4 10. cxd4 Bb4+ 11. Ke2 Nge7 12. Bh3 Qb5+ 13. Qd3 Qxd3+ 14. Kxd3 a6 15. a3 Ba5 16. Nc5 Rb8 17. Rhg1 g6 18. Rg4 Bb6 19. Rf4 Bxc5 20. dxc5 Nxe5+ 21. Ke2 O-O 22. Bd4 N5c6 23. Bf6 Nf5 24. Bxf5 exf5 25. h4 Rfe8+ 26. Kd2 Re6 27. Bc3 Rbe8 28. b4 Re2+ 29. Kd3 Rxf2 30. Rg1 Rh2 31. Rxf5 Rxh4 32. Rxd5 Rh3 33. Rd7 Rxf3+ 34. Kc4 Re7 35. Rgd1 Rf4+ 36. Kb3 Rfe4 37. Bf6 Re3+ 38. Ka4 R7e6 39. Bg5 Rg3 40. Bh6,Rh3 Rd8+ Nxd8 Rxd8+ Re8 Rxe8#,6k1/1p1R1p1p/p1n1r1pB/2P5/KP6/P5r1/8/3R4 b - - 13 40,g3h3 d7d8 c6d8 d1d8 e6e8 d8e8
11lne,1435,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. d4 Bxd4 6. Nxf7 Qe7 7. Nxh8 d5 8. Bxd5 Bxf2+ 9. Kxf2 Ng4+ 10. Kg1 Qc5+,Kf1 Qf2#,r1b1k2N/ppp3pp/2n5/2qBp3/4P1n1/8/PPP3PP/RNBQ2KR w q - 3 11,g1f1 c5f2
12EbY,2355,1. Nf3 c6 2. d4 d5 3. c4 Nf6 4. Nc3 e6 5. Bg5 Qb6 6. Qb3 dxc4 7. Qxb6 axb6 8. e3 b5 9. Bxf6 gxf6 10. Be2 Bb4 11. O-O Ke7 12. Nd2 b6 13. Rfd1 Bxc3 14. bxc3 Bb7 15. Bf3 Ra7 16. a4 bxa4 17. Nxc4 b5 18. Na3 Nd7 19. Nc2 Nb6 20. Nb4 Nd5 21. Bxd5 cxd5 22. Nd3 Rc8 23. Nc5 Kd6 24. Rdb1 Rxc5 25. dxc5+ Kxc5 26. Rb4 Bc6 27. Kf1 e5 28. Ke2 e4 29. g3 Ra8 30. Kd2 h5 31. h4 Bd7 32. Kc2 Bg4 33. Kb2 Be2 34. Ka3 Re8 35. Re1 Bd3 36. Rd1 Bc4 37. Rd2 Rc8 38. Rd4 Kb6 39. Rbxc4,Rxc4 Rxc4 bxc4 g4 hxg4 h5 f5 h6,2r5/5p2/1k3p2/1p1p3p/p1RRp2P/K1P1P1P1/5P2/8 b - - 0 39,c8c4 d4c4 b5c4 g3g4 h5g4 h4h5 f6f5 h5h6
12Kol,1050,1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nge2 e6 6. O-O Nge7 7. d3 O-O 8. Be3 b6 9. Qd2 Nd4 10. e5 Bxe5 11. Bxa8 d5,Bh6 Nf3+ Kg2 Nxd2,B1bq1rk1/p3np1p/1p2p1p1/2ppb3/3n4/2NPB1P1/PPPQNP1P/R4RK1 w - - 0 12,e3h6 d4f3 g1g2 f3d2
12MAY,1622,1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. Qf3 Nc6 6. Bb5 Nxc3 7. dxc3 Qh4+ 8. g3 Qe4+ 9. Be3 Qxe5 10. O-O-O Be7 11. Bf4 Qe6 12. Rxd5 O-O 13. Ne2 Bf6 14. Rhd1 Ne5 15. Bxe5 Bxe5 16. Bc4 c6 17. R5d4 Qh6+ 18. R4d2 Qg5 19. h4,Qg4 Qxf7+ Rxf7 Rd8#,r1b2rk1/pp3ppp/2p5/4b1q1/2B4P/2P2QP1/PPPRN3/2KR4 b - - 0 19,g5g4 f3f7 f8f7 d2d8
12ONI,1882,1. e4 c6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Bg4 6. Be3 Qb6 7. Be2 e6 8. h3 Bxf3 9. Bxf3 Qxb2 10. Nd2 Qxc3 11. O-O cxd4 12. Bf4 Nge7 13. Nb3 Ng6 14. Bh2 Ngxe5 15. Be2 Bd6 16. Rc1 Qb4 17. f4 Ng6 18. f5 Bxh2+ 19. Kxh2 Nge5 20. fxe6 fxe6 21. Bh5+ g6 22. Qg4 gxh5 23. Qxe6+ Qe7 24. Qxd5 Rd8 25. Qb5 Qd6 26. Kh1 Qc7 27. Rce1 d3 28. Rf5 d2 29. Rexe5+ Kd7 30. Rf7+ Kc8 31. Rxc7+ Kxc7 32. Rd5,Rxd5 Qxd5 Rd8 Qf7+ Rd7 Qf4+,3r3r/ppk4p/2n5/1Q1R3p/8/1N5P/P2p2P1/7K b - - 1 32,d8d5 b5d5 h8d8 d5f7 d8d7 f7f4
12Qzr,1479,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 exd4 6. Nxd4 Bd7 7. Re1 Be7 8. e5 dxe5 9. Nxc6 Bxc6 10. Bxc6+ bxc6 11. Qxd8+ Rxd8 12. Bg5 Bd6 13. Nc3 O-O 14. Ne4 Be7 15. Nxf6+ Bxf6 16. Bxf6 gxf6 17. Rad1 Kg7 18. g3 Rd5 19. Rc1 Rfd8 20. Kg2 Rd2 21. Kf3 f5 22. Rxe5 Kg6 23. Re7 Rb8 24. b3 Rc8 25. a3 Kf6 26. Re2 Rd5 27. a4 Rcd8 28. h4 h5 29. Kg2 Rd2 30. Rxd2 Rxd2 31. Kf3 Ke5 32. Ke3,Rd4 f4+ Kd5 c4+ Kd6 Kxd4,8/p1p2p2/2p5/4kp1p/P6P/1P2K1P1/2Pr1P2/2R5 b - - 3 32,d2d4 f2f4 e5d5 c2c4 d5d6 e3d4
12YLF,1855,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Nf3 Nc6 5. Nc3 Nf6 6. Be2 Bf5 7. O-O e6 8. Be3 Bd6 9. h3 O-O 10. Re1 Nb4 11. Bd3 Nxd3 12. cxd3 a6 13. Ne5 Rc8 14. Qd2 Nd7 15. Bf4 Nxe5 16. dxe5 Bb4 17. d4 Bxc3 18. bxc3 Qa5 19. Re3 Rc4 20. Qb2 b5 21. Bg5 Rfc8 22. Rc1 b4 23. Be7 bxc3 24. Qb3 c2 25. Bc5 Qd2 26. Ree1 f6 27. exf6 gxf6 28. Qb7 Re8 29. Qd7 Bg6 30. g4 Qxe1+ 31. Rxe1 c1=Q 32. Rxc1 Rxc1+ 33. Kh2 Bf7 34. Qd6 Rc2 35. Qf4 Kg7 36. g5 fxg5 37. Qxg5+ Bg6 38. Bd6 Rxf2+ 39. Kg3 Rf5 40. Be5+ Kf7 41. Qe3 Rg8 42. Kh2 Rh5 43. Qf3+ Rf5 44. Qe2 Bh5 45. Qb2 Bf3 46. Qb7+ Kg6 47. Qxa6,Be4 Qxe6+ Kh5 Qxg8 Rf2+ Kg1 Rg2+ Qxg2 Bxg2 Kxg2,6r1/7p/Q3p1k1/3pBr2/3P4/5b1P/P6K/8 b - - 0 47,f3e4 a6e6 g6h5 e6g8 f5f2 h2g1 f2g2 g8g2 e4g2 g1g2
12liD,948,1. d4 d5 2. Bf4 Nc6 3. e3 Nf6 4. c4 e6 5. Nc3 Bb4 6. a3 Bxc3+ 7. bxc3 O-O 8. cxd5 Nxd5 9. Bg3 Nxc3 10. Qb3 Ne4 11. Nf3 Nxg3 12. hxg3 Na5 13. Qc2,c6 Qxh7#,r1bq1rk1/ppp2ppp/4p3/n7/3P4/P3PNP1/2Q2PP1/R3KB1R b KQ - 2 13,c7c6 c2h7
12pvR,1385,1. c4 e5 2. Nc3 Bb4 3. Nd5 Nc6 4. Nxb4 Nxb4 5. a3 Nc6 6. d3 d6 7. g3 f5 8. Bg2 Nf6 9. e3 Be6 10. Nf3 O-O 11. b4 a6 12. Qc2 h6 13. h4 Ng4 14. d4 e4 15. Nd2 d5 16. cxd5 Bxd5 17. Nb3 a5 18. b5 a4 19. Nc5 Na5 20. Rb1 Nb3 21. Nxb3 axb3 22. Rxb3 Bxb3 23. Qxb3+ Kh8 24. O-O g5 25. hxg5 Qxg5 26. Bb2 Qh5 27. d5+ Kh7 28. Rc1 Rac8 29. Qc3 Rg8 30. Qd4 Nh2 31. Qe5 Nf3+ 32. Bxf3 exf3 33. Rxc7+ Rxc7 34. Qxc7+ Kg6 35. Qd6+ Kh7 36. Qe7+ Kg6 37. Qe6+ Kh7 38. d6,Qh3 Qf7+ Rg7 Qxg7#,6r1/1p5k/3PQ2p/1P3p1q/8/P3PpP1/1B3P2/6K1 b - - 0 38,h5h3 e6f7 g8g7 f7g7
12q35,1630,1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. Nc3 Nf6 5. d3 a6 6. Bc4 d6 7. Be3 Bxe3 8. fxe3 h6 9. O-O Be6 10. Bb3 Qd7 11. Qe1 O-O-O 12. Nh4 d5 13. exd5 Nxd5 14. Nxd5 Bxd5 15. e4 Bxb3 16. axb3 g6 17. Nf3 f5 18. exf5 gxf5 19. Qh4 Qd5 20. Rae1 Qc5+ 21. Qf2 Qd5 22. Nh4 f4 23. Re4 Rhg8 24. Rfe1 Rd6 25. Nf5 Rdg6 26. g3 fxg3 27. hxg3 b6 28. Rxe5,Nxe5 Ne7+ Kb7 Nxd5 Rxg3+ Kf1,2k3r1/2p5/ppn3rp/3qRN2/8/1P1P2P1/1PP2Q2/4R1K1 b - - 0 28,c6e5 f5e7 c8b7 e7d5 g6g3 g1f1
12rpe,2086,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 a6 6. O-O b5 7. Be2 Bb7 8. Nbd2 Bb4 9. a3 Bxd2 10. Bxd2 O-O 11. Bc3 Ne4 12. Qc2 Nxc3 13. Qxc3 Nd7 14. Rfd1 Nf6 15. Rac1 Rc8 16. Qc5 Ne4 17. Qh5 Qd5 18. Nh4 Nf6 19. Qxd5 Nxd5 20. g4 g5 21. Ng2 h6 22. Bf3 c6 23. Rc5 Rc7 24. Rdc1 Re7 25. e4 Nb6 26. e5 Nd5 27. Ne3 f6 28. Nxd5 exd5 29. exf6 Rxf6 30. Bg2 Re2 31. R5c2 Rxc2 32. Rxc2 Rf4 33. h3 Rxd4 34. Re2 Kf7 35. Kh2 Bc8 36. Rc2 Bd7 37. Kg3 Rd3+ 38. f3 Ke6 39. h4 gxh4+ 40. Kxh4 Be8 41. g5 hxg5+ 42. Kxg5 Kd6 43. f4 c5 44. Re2 Bd7 45. f5 Rg3+ 46. Kf6 Rg8 47. Kf7 Rd8 48. f6 c4 49. Rd2 Kc5 50. Rxd5+ Kc6 51. Ke7 Re8+ 52. Kf7 Re2,Re5+ Rxg2 Ke7 Rxb2 f7 Rf2,8/3b1K2/p1k2P2/1p1R4/2p5/P7/1P2r1B1/8 w - - 5 53,d5e5 e2g2 f7e7 g2b2 f6f7 b2f2
13RNM,2022,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Qxd4 Nf6 5. Nc3 Nc6 6. Bb5 Bd7 7. Qd3 Be7 8. h3 Nb4 9. Bxd7+ Qxd7 10. Qe2 O-O 11. O-O Rfe8 12. Re1 Bf8 13. Bg5 Nxe4 14. Nxe4 d5 15. Qd2 Qf5 16. Ng3 Qxc2 17. Rxe8 Rxe8 18. a3 Qxd2 19. Bxd2 Nd3 20. Bc3 c5 21. Rd1 c4 22. Ne1 d4 23. Bxd4 Nxe1 24. Bxa7 Nd3 25. Bd4 b5 26. Bc3 g6 27. Kf1 Bc5 28. f3 f5 29. Ne2 Kf7 30. Nc1 Nf4 31. Rd7+ Re7 32. Rxe7+ Kxe7 33. Bd2 Nd5 34. Ke2 Bd4 35. b3 Bb2 36. bxc4 bxc4 37. a4 Bxc1 38. Bxc1 Nc3+ 39. Ke3 Nxa4 40. Kd4 c3 41. Kc4 Ke6 42. Kb4 Nb6 43. Kxc3 Kd5 44. Kd3 Nc4 45. g4 h5 46. Bf4 Ne5+ 47. Ke3 Nf7 48. gxh5 gxh5 49. Kf2 Nh8 50. Kg3 Ng6 51. Bg5 Kd4 52. Bf6+ Ke3,Bg5+ f4+ Kg2 Ne5,8/8/5Bn1/5p1p/8/4kPKP/8/8 w - - 8 53,f6g5 f5f4 g3g2 g6e5
13U3E,2338,1. b4 d5 2. Bb2 e6 3. e3 Nf6 4. b5 Be7 5. Be2 O-O 6. g4 c6 7. g5 Ne4 8. h4 cxb5 9. Bxb5 a6 10. Bd3,Nc5 Bxh7+ Kxh7 Qh5+ Kg8 Bxg7 Kxg7 Qh6+,rnbq1rk1/1p2bppp/p3p3/3p2P1/4n2P/3BP3/PBPP1P2/RN1QK1NR b KQ - 1 10,e4c5 d3h7 g8h7 d1h5 h7g8 b2g7 g8g7 h5h6
13UHL,947,1. e3 e6 2. d4 d5 3. f4 Nf6 4. Nf3 Bd6 5. Bd3 c5 6. c3 cxd4 7. cxd4 Nc6 8. a3 Bd7 9. b4 a6 10. Nc3 Rc8 11. Bb2 O-O 12. O-O Bb8 13. Ne5 h6 14. h3 Qe7 15. Rc1 Nxb4 16. axb4 Qxb4 17. Qd2 Bd6 18. Rfd1 a5 19. Nxd5 Rxc1 20. Nxf6+ gxf6 21. Qxc1 Rc8 22. Qa1 fxe5 23. dxe5 Bc5 24. Kh1 Bxe3 25. Ba3 Qb6 26. Rf1 Bc6 27. Qe1 Qd4 28. Qg3+ Kh8 29. Bb1 Be4 30. Be7,Bxb1 Bf6+ Kh7 Qg7#,2r4k/1p2Bp2/4p2p/p3P3/3qbP2/4b1QP/6P1/1B3R1K b - - 11 30,e4b1 e7f6 h8h7 g3g7
13aWd,1732,1. e4 e5 2. Bc4 Nf6 3. d3 h6 4. Nc3 Nc6 5. a3 Be7 6. f4 exf4 7. Bxf4 d6 8. h3 O-O 9. Nf3 Be6 10. Nd5 a6 11. O-O Na7 12. Nxe7+ Qxe7 13. Bxe6 fxe6 14. Be3 Qd7 15. Qe1 Qb5 16. b4 Qh5 17. Nd4 Qe5 18. c3 b6 19. Bf4 Qh5 20. Nxe6 Rf7 21. Nd4 g5 22. Bh2 Nd7 23. Nf5 Ne5 24. d4 Nc4 25. e5 dxe5 26. Bxe5 Re8 27. Qg3 Nxe5 28. dxe5 Nb5 29. a4 Na7 30. Rae1 Qg6 31. Nh4 Rxf1+ 32. Rxf1 Qe6 33. Nf5 Nc6 34. Re1 Nxe5 35. Nxh6+ Kg7 36. Qxg5+ Qg6 37. Nf5+ Kf7 38. Nd6+,Qxd6 Rf1+ Ke6 Rf6+ Kd7 Rxd6+,4r3/2p2k2/pp1N2q1/4n1Q1/PP6/2P4P/6P1/4R1K1 b - - 4 38,g6d6 e1f1 f7e6 f1f6 e6d7 f6d6
13eZ3,406,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nxc6 bxc6 6. Bd3 Bg7 7. O-O Nf6 8. Nc3 O-O 9. Qe2 d5 10. e5 Nd7 11. e6 Nc5 12. exf7+ Rxf7 13. Bd2 e5 14. Qd1 Nxd3 15. cxd3 Ba6 16. Qc2 e4 17. dxe4 Bxf1 18. Rxf1 d4 19. Na4 Qe8 20. Nc5 Rd8 21. b4 d3 22. Qc4 Bd4 23. Ne6 Bb6 24. Nxd8 Qxd8 25. Qxc6 Qd4 26. Bc3 Qd7 27. Qc4 d2 28. Rd1 Bxf2+ 29. Kh1 Be1 30. e5 Kf8 31. e6 Qxe6,Qxe6 Rf1#,5k2/p4r1p/4q1p1/8/1PQ5/2B5/P2p2PP/3Rb2K w - - 0 32,c4e6 f7f1
13f6V,1497,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 Ng4 6. Nxd4 Ngxe5 7. Nxc6 bxc6 8. Qe2 Qe7 9. Bb3 a5 10. O-O Ba6 11. c4,Nxc4 Bxc4 Qxe2 Bxe2 Bxe2 Re1,r3kb1r/2ppqppp/b1p5/p3n3/2P5/1B6/PP2QPPP/RNB2RK1 b kq - 0 11,e5c4 b3c4 e7e2 c4e2 a6e2 f1e1
13fur,1662,1. Nf3 Nc6 2. g3 Nf6 3. d4 d6 4. Bg2 g6 5. O-O Bg7 6. b3 O-O 7. Bb2 e5 8. dxe5 Ng4 9. c4 Ngxe5 10. Qd2 Nxf3+ 11. exf3 Ne5 12. Nc3 Be6 13. f4 Nc6 14. Rad1 a6 15. Rfe1 Re8 16. Nd5 Bxd5 17. Bxd5 Bxb2 18. Qxb2 Rxe1+ 19. Rxe1 Qd7 20. Qf6 Rf8 21. f5,Qxf5 Bxf7+ Rxf7 Re8+ Rf8 Rxf8#,5rk1/1ppq1p1p/p1np1Qp1/3B1P2/2P5/1P4P1/P4P1P/4R1K1 b - - 0 21,d7f5 d5f7 f8f7 e1e8 f7f8 e8f8
13mnD,1215,1. e4 e6 2. c3 d6 3. d3 b6 4. Be2 Bb7 5. Nf3 c5 6. O-O Nf6 7. Bd2 Be7 8. Re1 e5 9. Bg5 h6 10. Bh4 Nbd7 11. Nbd2 Rc8 12. b3 b5 13. a3 a5 14. c4 b4 15. axb4 axb4 16. Ra2 Ra8 17. Qc2 O-O 18. Rea1 Ra3 19. Qb2 Rxa2 20. Rxa2 Qb6 21. Qa1 g5 22. Bg3 Nh5 23. Nxe5 Nxe5 24. Bxe5 Nf4 25. Bxf4 gxf4 26. Ra7 f5 27. Qa5 Qc6,exf5 Qxg2#,5rk1/Rb2b3/2qp3p/Q1p2p2/1pP1Pp2/1P1P4/3NBPPP/6K1 w - - 2 28,e4f5 c6g2
13pj2,858,1. b3 c5 2. Bb2 d5 3. e3 a6 4. Nf3 Nc6 5. d4 cxd4 6. Nxd4 Nf6 7. c4 e6 8. Nd2 Qa5 9. Qc2 Ne4 10. O-O-O Qxa2 11. Nxe4 dxe4 12. Qxe4 Ba3 13. Bxa3 Qxa3+ 14. Kc2 Nxd4+ 15. Qxd4 O-O 16. Bd3 b5 17. Ra1 Qe7 18. Qe4,Bb7 Qxh7#,r1b2rk1/4qppp/p3p3/1p6/2P1Q3/1P1BP3/2K2PPP/R6R b - - 3 18,c8b7 e4h7
13sac,2486,1. e4 e5 2. d3 Nc6 3. f4 d6 4. f5 Be7 5. g4 Bh4+ 6. Kd2 h5 7. gxh5 Nf6 8. Bh3 Nxh5 9. Qg4 Nd4 10. c3 Nc6 11. Kd1 g6 12. Nf3 Be7 13. Be3 Bd7 14. Nbd2 d5 15. Rg1 dxe4 16. dxe4 Na5 17. Nxe5 Bc8 18. Nxf7 Kxf7 19. fxg6+ Kg7 20. Bd4+ Bf6 21. Bxf6+ Nxf6 22. Qg5 Nxe4 23. Qe5+ Nf6 24. Qxa5 Bxh3 25. Kc2 Qd5 26. Qxc7+ Nd7 27. Rae1 Bf5+ 28. Kc1,Rac8 Re7+ Kf6 Rf7+ Qxf7 Ne4+ Bxe4 Qf4+,r6r/ppQn2k1/6P1/3q1b2/8/2P5/PP1N3P/2K1R1R1 b - - 4 28,a8c8 e1e7 g7f6 e7f7 d5f7 d2e4 f5e4 c7f4
13uEu,1325,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nce7 4. Nxe5 Nf6 5. f3 c6 6. Be2 Nh5 7. d3 d5 8. exd5 Nxd5 9. O-O Bc5+ 10. Kh1 Qh4,f4 Ng3#,r1b1k2r/pp3ppp/2p5/2bnN2n/7q/3P1P2/PPP1B1PP/RNBQ1R1K w kq - 4 11,f3f4 h5g3
141Kq,814,1. Nf3 Nf6 2. g3 d5 3. Bg2 e6 4. O-O c5 5. d4 Nc6 6. dxc5 Bxc5 7. b3 O-O 8. Bb2 h6 9. a3 Re8 10. b4 Bb6 11. b5 Na5 12. Ne5 Nd7 13. Nd2 Nxe5 14. Bxe5 Bc7 15. Bxc7 Qxc7 16. e4 d4 17. e5 Qxe5 18. Nf3 Qf6 19. Qxd4 Qxd4 20. Nxd4 e5 21. Nb3 Nc4 22. Rfd1 a6 23. a4 axb5 24. axb5 Rxa1 25. Nxa1 Bg4 26. Rd5 Be6 27. Rc5 b6 28. Rc7 Rd8 29. Be4 Rd1+ 30. Kg2 Rxa1 31. Rb7,Re1 Rb8+ Bc8 Rxc8#,6k1/1R3pp1/1p2b2p/1P2p3/2n1B3/6P1/2P2PKP/r7 b - - 1 31,a1e1 b7b8 e6c8 b8c8
14F1y,1532,1. d4 Nf6 2. c4 b6 3. Nc3 Bb7 4. Qc2 d5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 e6 8. Bb5+ c6 9. Bd3 Be7 10. Nf3 O-O 11. O-O Nd7 12. Bf4 h6 13. Ne5 c5 14. Qe2 cxd4 15. cxd4 Rc8 16. Qg4 Nf6 17. Qg3 Kh8 18. Qe3 Bb4 19. a3 Bc3 20. Rad1 Bxd4 21. Qh3 Bxe5 22. Bxe5 Qe7 23. Bf4 Bxe4 24. Bxe4 Nxe4 25. Bxh6 gxh6 26. Qxh6+ Kg8 27. Rd4 Qg5 28. Qh3 Nf6 29. f4 Qg7 30. f5 Rcd8 31. Rh4 Rd5 32. fxe6 fxe6 33. Rf3 Rg5 34. Rh6 Nd5 35. Qxe6+ Rf7 36. Qe8+,Rf8 Rxf8+ Qxf8 Rh8+ Kxh8 Qxf8+,4Q1k1/p4rq1/1p5R/3n2r1/8/P4R2/6PP/6K1 b - - 2 36,f7f8 f3f8 g7f8 h6h8 g8h8 e8f8
14r7M,2103,1. d4 d6 2. c4 e5 3. Nf3 e4 4. Nfd2 f5 5. g3 Nf6 6. Bg2 c6 7. Nf1 d5 8. Bg5 Be7 9. Ne3 Be6 10. O-O Nbd7 11. cxd5 cxd5 12. Nc3 O-O 13. Qb3 Qb6 14. Qxb6 Nxb6 15. Rfc1 a6 16. a4 Rac8 17. a5 Nc4 18. Bxf6 Bxf6 19. Nexd5 Nxb2 20. Nxf6+ Rxf6 21. Rcb1 Rxc3 22. Rxb2 Bd5 23. Bh3 g6 24. e3 Rfc6 25. g4 Rc1+ 26. Rxc1 Rxc1+ 27. Kg2 f4 28. exf4 e3+ 29. Kg3 Rc3 30. fxe3 Rxe3+ 31. Kh4 h6 32. Bg2 Bxg2 33. Rxg2 Re4 34. Rb2 Rxd4 35. Rxb7 Rxf4 36. Rb6 Kg7 37. Rxa6 h5 38. h3 hxg4 39. Kg5 Rf5+ 40. Kxg4 Kh6 41. Ra8 Rb5 42. a6 Ra5 43. h4 Ra4+ 44. Kg3 Kg7 45. a7 Kh7 46. Kf3 Kg7 47. Ke3 Kh7 48. Kd3 Kg7 49. Kc3 Kh7 50. Kb3 Ra1 51. Kb2 Ra6 52. Kc3 Kg7 53. Kc4 Ra1 54. Kb5 Kh7 55. Kc6 Kg7 56. Kd6 Kh7 57. Ke6 Kg7 58. Ke5 Ra5+ 59. Kf4 Ra4+ 60. Kg5 Ra5+ 61. Kg4 Ra4+ 62. Kg3 Ra3+ 63. Kf2 Ra2+ 64. Ke1 Ra1+ 65. Kd2 Ra2+ 66. Kc3 Ra3+ 67. Kb4 Ra1 68. Kb3 Ra6 69. Kc3 Ra1 70. Kd3 Ra3+ 71. Ke2 Ra4 72. Kf2 Ra2+ 73. Kg3 Ra3+ 74. Kg2 Ra4 75. h5 gxh5 76. Kh3 h4 77. Kh2 Kh7 78. Kg2 Kg7 79. Kf2 Kh7 80. Kf3 Kg7 81. Kg2 Kh7 82. Kh1 Kg7 83. Kg1 Kh7 84. Kf1 Kg7 85. Ke1 Kh7,Kd1 h3 Rf8 h2,R7/P6k/8/8/r6p/8/8/4K3 w - - 18 86,e1d1 h4h3 a8f8 h3h2
150FR,2074,1. e4 e5 2. Nc3 Bb4 3. Nd5 Bc5 4. Bc4 c6 5. Nc3 Nf6 6. Nf3 d5 7. exd5 cxd5 8. Bb5+ Bd7 9. Qe2 O-O 10. O-O e4 11. Ng5 h6 12. Nh3 Bg4 13. Qe1 Bxh3 14. gxh3 Nh5 15. d4 exd3 16. Bxd3 Qh4 17. Nxd5 Nc6 18. Be3 Nd4,Bxd4 Qg5+ Kh1 Qxd5+ Qe4 Qxe4+ Bxe4 Bxd4,r4rk1/pp3pp1/7p/2bN3n/3n3q/3BB2P/PPP2P1P/R3QRK1 w - - 3 19,e3d4 h4g5 g1h1 g5d5 e1e4 d5e4 d3e4 c5d4
152TZ,1890,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. c3 g6 5. d4 exd4 6. cxd4 Bg7 7. O-O O-O 8. Nc3 d6 9. Re1 Bg4 10. h3 Bxf3 11. Qxf3 Nxd4 12. Qd3 c6 13. Ba4 b5 14. Bb3 Nxb3 15. axb3 d5 16. exd5 Nxd5 17. Nxd5 Qxd5 18. Qxd5 cxd5 19. b4 Bd4 20. Rd1 Bb6 21. Rxd5 a6 22. Rd6 Bc7,Rdxa6 Rxa6 Rxa6 Rd8 Kf1 Rd1+ Ke2 Rxc1 Ra8+ Kg7,r4rk1/2b2p1p/p2R2p1/1p6/1P6/7P/1P3PP1/R1B3K1 w - - 2 23,d6a6 a8a6 a1a6 f8d8 g1f1 d8d1 f1e2 d1c1 a6a8 g8g7
