FEN,Moves
R1N5/8/8/8/1N5R/1k3N2/7R/1KR5,f3d2 f3d4 
1N2KN2/8/8/1N4N1/R7/4kNN1/4N2R/2NR1R1N,g3f1 g3f5 
6R1/R4N2/2N2k2/N1N2N1R/2NN3N/N7/2N5/N1NNRKN1,c5e4 c5d7 
2N3Nk/R2N4/1N1N1N2/N6N/3N4/N3N3/3NN3/2N3RK,d6f7 
2NK1NNN/7N/5N2/8/R3N3/N2kN3/7R/NNR1RNN1,e4f2 e4c5 
1R1R1N2/8/8/N3N3/R6N/2k2N2/5NNR/2K1N3,f2d1 f2e4 
1NN1NRK1/1N1N4/R7/5Nk1/R7/4N3/1N1N4/2N4R,d2f3 d2e4 
N1KR4/7R/N1k5/R1N5/8/8/7N/1RN5,a6b4 a6b8 
R5N1/1NN1N2k/R7/5N2/8/1N6/2N4N/6RK,g8f6 
2R5/8/R7/N2k2N1/R7/6N1/1N4N1/3KR3,g2e3 g2f4 
N1N1R3/8/8/N7/R7/3k4/2N4R/1NRK4,c2e1 c2b4 
1NKR2NN/7N/8/R7/1NkN1N1N/1NN4R/N3NN2/1R2N1N1,b3d2 b3a5 
2NR1R2/NN3N1N/4N1N1/8/R4N2/4k2N/R3N3/2N1K1N1,f4g2 f4d5 
6K1/N1NNN3/4N3/R7/6k1/R7/1N1N4/5RNR,d7e5 d7f6 
NNNKRN2/2N5/N4N2/6N1/7R/N2k4/R6N/2R5,a6b4 a6c5 
2RKR3/NN6/3NN2R/3k4/7R/NN6/1N5N/6N1,e6f4 e6c7 
3RKR2/N6N/8/8/8/N1N5/R7/4k3,a3c2 
3N2KR/N5N1/3NN3/R5NN/N2N1Nk1/R5N1/8/N4R2,h5f6 
1N5K/R7/7k/R5N1/8/N1N4N/4N3/2N3R1,g5f7 
2RKR2N/2NN2N1/8/6N1/1N6/7R/N2k4/7R,g5f3 g5e4 
N3R3/8/8/8/2NN3R/3k2N1/7R/2RK4,c4b2 c4e5 
4R3/R7/3k4/R7/1N6/6N1/6N1/2RK4,g3e4 g3f5 
4RKR1/8/7N/N6R/N4k2/7R/7N/6N1,g1e2 g1h3 
3R1R2/8/8/1N6/7R/4k3/3NN2R/4K3,d2f1 d2c4 
1R6/8/R6N/2k3N1/R1N5/5N1N/8/1NKR3N,g5e4 g5e6 
4k3/3N3R/6N1/N1N5/N7/5NNN/4N3/N2RKR2,d7f6 
N3N3/N1N1NN2/2NN3N/4N1NR/k7/7R/3N2N1/KR2N3,a8b6 
RKN5/6N1/3N4/8/7R/1k6/2N4R/2R5,c2a1 c2d4 
R7/2N1Nk2/1N5R/3N3N/NN2N2N/2N3N1/3NN1N1/3NRKR1,e4g5 e4d6 
N1NN1N1K/8/R5N1/NNN3Nk/R6N/1N3N2/N4N1N/6R1,g6f4 
N1R1N3/8/7N/1N6/R1N4N/3k4/7R/N2KR3,c4b2 c4e5 
1R4N1/2N5/8/1N5R/2k5/R5N1/8/2KR4,b5a3 b5d6 
1NRKRN2/N7/7R/3kN1N1/R2N4/NN6/1N1N1N1N/N1NN4,d1c3 d1e3 
7R/N1kN4/7R/N7/4N2N/7N/6N1/NRKR4,a7b5 
2RKR3/8/8/8/6N1/8/R7/N2k2N1,g4f2 g4e3 
1RKRN3/2NN1N2/5N2/4N3/N1N4N/N3NN2/7R/2k4N,e5d3 
N2RKR2/2NN2N1/2N1NN1N/5N2/5N2/2N3NN/7R/3Nk3,f4g2 f4d3 
2RK4/R7/3k4/R7/8/4N2N/8/1N2R3,e3c4 e3f5 
N3R3/7R/2Nk4/2N4R/NN4N1/5N2/N1N1N2N/2RKN2N,c5e4 c5b7 
2RNNN2/3N3N/8/NN3NN1/R7/2NkN3/7R/3KR3,d7c5 d7e5 
2N2R2/R7/3Nk3/N4N1R/1N6/4N3/N7/1N1RK3,f5d4 f5g7 
k7/NN5R/2N2N1N/4NN2/2N1N1N1/8/2N1N2N/KR1N4,c4b6 
N2R1N2/8/2N5/2N5/7R/1NkN4/R5N1/1RK5,c5a4 c5e4 
R2N1N1N/3N4/1N4NR/Nk2NNN1/7R/4N1NN/1N6/NKR5,f5d4 f5d6 
2NK2NN/2N1N3/1N6/NN4NN/R6N/2Nk2N1/R2N3N/2R1R3,h5f4 
N6R/1kN1N3/4NN1R/6N1/5NN1/6N1/2N1N1N1/RKRN1N2,e6c5 e6d8 
3N1RKR/1N6/8/R7/6k1/R7/2N1N3/4N3,c2e3 
4k3/7R/2N3N1/3N4/5N2/4N3/2N1N3/3RKR2,d5f6 d5c7 
NNR1R3/R7/2Nk4/3N3R/8/8/2N2N1N/NNNK4,f2e4 
RKN1N3/6N1/8/3NN1N1/1N3NNR/Nk6/1N3N1R/1NRN4,b1d2 
KR3N2/1N4N1/2NN1N2/5NNR/k2N3N/7R/2N2N1N/7N,b7c5 
7R/k7/7R/2N5/1N6/8/7N/KR6,b4c6 
N1RKR3/8/5N2/8/6NN/6N1/R6N/3k4,g4f2 g4e3 
NRKR4/4N2N/5NN1/3N4/N3N3/4N3/R4N1N/2kN1N1N,f2d3 
1RKRN3/8/3N1NN1/2N1N3/4N3/6NR/2kN4/R2N4,d1e3 
1N2N2R/1N2k2N/4N2R/2N3NN/N7/7N/N2NNN1N/3RKR2,b8c6 
4RNR1/3N4/R4N2/5kN1/R1N5/8/5N2/5KN1,c4e3 c4d6 
N6R/1kN1N2N/1N4NR/3NN3/4N3/2N3N1/2N3N1/RKR4N,e4c5 e4d6 
3NRKR1/8/1N6/8/8/5N1N/R7/5k2,f3d2 f3h2 
KR6/3N4/8/5NNN/7N/2N5/7R/k3N3,e1c2 
6RK/R7/2N4k/R5N1/8/2NN4/8/8,g5f7 
2R1R1NN/3N3N/N4N2/7R/N2kN1N1/R1NN4/1N4N1/1N1K3N,c3e2 c3b5 
2RKR3/5NN1/3N3R/3k4/R6N/1N6/NN1N4/4N2N,a2c3 a2b4 
R7/3kN1N1/4N2R/N7/8/8/1N6/2RKR3,e6c5 e6f8 
2RKRN1N/6N1/7N/1N6/6NN/R6N/3k4/7R,h4f3 
4NR1R/R7/N3N1k1/R7/1N6/8/2N4N/3N1NK1,e6f4 e6f8 
4R1R1/N7/3N3N/7R/5k2/7R/N7/2N2K1N,c1e2 c1d3 
1NN1NRN1/1N6/N1N3N1/1N6/7R/1NN1kN2/R7/3RK3,c3d1 c3d5 
1N1N1R2/N5N1/1NN4N/7R/2N1k3/R3N3/1N6/3RK3,c4d2 c4d6 
3N1KR1/RN3N2/1NN2kN1/7R/N1N5/NN3N2/1N6/N3R1N1,b6d5 b6d7 
3N3R/3kN3/7R/3N4/7N/N7/6N1/2RKR1N1,d5b6 d5f6 
NN5N/3N1N2/N1N5/2N3NN/N6R/4k3/3N3R/1NNRKR1N,d2f1 d2c4 
1RNR1NN1/1N3N2/8/4N3/R4N2/1Nk4N/6NR/N1K2N2,f4e2 f4d5 
1R5N/N7/8/7R/2k5/R4N2/4N3/2KR4,f3d2 f3e5 
1R1N3N/2N1N2N/8/R5N1/2k5/5NNR/N7/2KR4,f3d2 f3e5 
6RK/R7/6Nk/R7/1N6/8/2N1N2N/4N3,h2g4 
5R1N/1N6/1N6/R5N1/4N1k1/R7/4N3/N5KR,e4f2 e4f6 
7R/NN2k3/7R/7N/6N1/8/4N1NN/N2RKR2,a7c6 a7c8 
RK1N1N2/6NR/NkN4N/1N5R/8/8/N3N3/N1R1NN2,f8d7 
1NN4R/2k5/2N3NR/N3N3/2N5/5N2/4N1NN/1RKRN2N,b8a6 
1NRKR3/NN6/R7/3kN3/3N3R/N4NN1/7N/N3NN1N,f1e3 
8/1N4N1/7R/N1Nk3N/R2N4/1N6/1N3N1N/N1RKR1N1,h5f4 h5f6 
3RNN1N/R2N2N1/2k4N/R7/N7/6NN/3N4/NRK5,d7e5 d7b8 
3k4/R7/8/6N1/6N1/7N/8/2RKR3,g5e6 g5f7 
NR2NN1N/R6N/1NkN4/7R/N3NN2/3NN3/7N/2KR2N1,d3b4 d3e5 
N1RNN3/N7/8/N4NN1/4N2R/2NkN1N1/R7/NN1KR3,e4f2 e4c5 
1N1KR3/1N1N1N2/3N3R/3kN3/3N3R/NN4N1/1N1N4/2R1N3,d7b6 d7f6 
4N2N/N5N1/N6N/7R/2kN1N1N/R6N/N3NN1N/1RKR4,e8d6 
1R4NN/5N2/7R/2k5/R2N4/N7/7N/2KR4,d4b3 d4e6 
N2NRKRN/N1N4N/7R/4Nk2/1N3N1R/1NN5/8/4N1N1,b3d4 
R7/2k2NN1/R5NN/N3NN2/2N3N1/5N2/N4N1N/1RKR2NN,g7e6 g7e8 
2NNR3/5N1R/4Nk2/R7/N2N4/4N3/2N1N3/3N1KRN,e3g4 e3d5 
N1NNR3/R7/5kN1/R5N1/N1N5/5N2/8/3NNKR1,g5e4 g5h7 
3K2N1/5N2/R6N/N2kN3/7R/5N2/3N4/2R1R3,g8f6 g8e7 
NNRKR3/N1NN4/1N1N4/2N1N3/8/NN3N2/R7/3k1NN1,f1e3 
N7/8/1N6/8/N6R/3k4/7R/1NRKR3,a4b2 a4c5 
3RK1N1/7R/4k3/N4N1R/8/6N1/N7/5R1N,f5d4 f5g7 
2RKR3/5N2/8/N4N2/6N1/7R/3k4/7R,a5b3 a5c4 
4R3/8/7R/4Nk2/R4NN1/8/3N4/5KR1,g4e3 g4h6 
1R1R2N1/8/1N6/8/R7/1Nk4N/7R/2K1N2N,b6a4 b6d5 
6R1/7N/N7/7N/7R/5k2/7R/4RK2,h7g5 
KR6/6N1/N6R/k7/7R/8/3N2N1/8,d2b3 d2c4 
N2RKR1N/4N2R/4k3/4N2R/7N/N1N1N1N1/1N3N2/NN1N2N1,a8c7 
2RKRN2/N4NN1/R2N4/2Nk4/R6N/1N4N1/1N1N1N2/N4N1N,f1e3 
N1K2N2/R5N1/2kN3N/2N4R/N1N1N2N/8/1N3N2/1RNR1N2,c4a5 c4e5 
N5R1/1NN5/N4N2/N6N/7R/N1NN1k2/R7/4RK2,d3e1 d3e5 
1RKR4/4N3/3N2N1/N7/8/N3N3/R7/2k4N,a5b3 
5RKR/2N5/8/N7/R7/N3NNkN/R5N1/4N3,e3f1 e3f5 
2N4N/N6R/k1N3N1/7R/5N2/4N3/8/KR6,c6b4 c6b8 
2RK4/1N6/1N3N2/7R/3k4/R3N2N/1N6/3NRN2,e3c2 e3f5 
3N1RKR/8/5N2/8/2N5/4N3/R5N1/4N1k1,e1f3 
7R/1Nk5/7R/N4N2/N7/2N5/1NN2N2/1RKR1N2,c3b5 c3d5 
NN3Nk1/R7/4N3/1NN3N1/4N3/N7/6N1/2NN1RKR,e4f6 
4KN2/8/2N5/2N1N3/R7/3Nk3/N6R/3R1R2,e5c4 e5g4 
3RKR2/7N/4N2R/4k3/R3N3/7N/1NN5/N4N2,b2d3 b2c4 
N1Nk4/3N3R/5NNN/1N3N2/8/NN4NN/4N1N1/2RKR3,h6f7 
2RK4/3N3N/1N6/R6N/3kN1NN/R7/1N6/3NR3,h4f3 h4f5 
4RKR1/NNN5/3N1NN1/N7/7R/2N2k2/R7/3N4,g6h4 g6e5 
8/8/4NN1N/7R/2kNN3/R7/N6N/1RKR4,e4d2 e4d6 
NNRK4/R6N/3k4/4N2R/NN6/1N1N4/8/4R2N,e5c4 e5f7 
N2R1R2/N5N1/6N1/4N2R/4kN2/R2N4/1NN5/4K3,d3f2 d3c5 
RKR3N1/8/7R/1k3N2/7R/3N4/8/8,f5d4 f5d6 
NN2N1N1/R7/N2N2k1/R5N1/3N4/1N2N1N1/2N5/N1N2RKR,g8e7 
1RNR4/7R/2k5/R7/N7/6N1/1N3NNN/2K5,c8a7 c8e7 
N2R4/1N6/4N3/8/7R/N3k3/4N2R/4KR2,a3c2 a3c4 
2KR4/R7/2k5/R7/2N5/8/3N4/1R2N1N1,c4a5 c4e5 
NKR5/8/8/8/7R/1k4N1/4N2R/R6N,e2c1 e2d4 
R3N3/4k3/R3NN2/6N1/N1N5/7N/1N2N3/N2RKR2,f6d5 f6g8 
N1R1R3/7R/N2kNN2/R6N/1N3N2/5N2/4N3/NNNKN1NN,f6e4 f6e8 
NRK5/RN6/2k5/7R/8/8/1N6/N2R4,b7a5 b7d8 
N3K1N1/N3N3/2N1N3/2N3N1/N3N2R/4kN2/7R/1NNR1RNN,e7d5 e7f5 
4R3/7R/N2k4/7R/8/8/3N4/2RK3N,d2c4 d2e4 
R1R5/4N3/7R/1k6/2N4R/8/8/NK3N2,c4a3 c4d6 
1N1K1N2/N5N1/7R/N2kN1N1/R2N4/N7/1N1N2N1/2R1R1NN,g2e3 g2f4 
2RKRNN1/7R/N2kN3/R7/5N2/1N6/5N2/8,f2e4 
1NN1RKRN/8/N6N/5N1R/5kN1/R7/N2N4/5N2,h8g6 
5KN1/6NN/7N/R7/N4k2/7R/2N4N/N3R1RN,g7h5 g7e6 
5RKR/N7/N5N1/8/8/R7/5Nk1/R6N,g6f4 g6h4 
2N1RNR1/1N6/7N/R7/2N1NkN1/5N1R/2N4N/3N1K2,f8e6 f8g6 
N1N1R1N1/1N6/N4N2/3N3R/3kN3/3N2NR/8/2RK1N2,g3e2 g3f5 
3N2N1/7N/8/N6N/7R/5k2/R7/2N1RKR1,h7g5 
3R1N2/N3N2N/N3NN2/R7/1NkN4/3N3R/8/NRK1N1NN,d3b2 d3e5 
1KR5/7R/1k6/4N2R/8/3N4/5N2/R7,e5c4 e5d7 
1RK5/2N1N3/N1N2N1N/2N4R/1Nk4N/R7/4NN2/3R4,c6a5 c6e5 
1KR2N1N/8/4N2N/6N1/7R/1k2N3/1N5R/R2N2N1,e6d4 e6c5 
8/5N1R/5k2/4N2R/7N/5N2/8/4RKR1,e5g4 e5d7 
RNRNN3/1N5R/1k2N3/7R/3N4/5N2/N7/1K6,b8d7 
3KR1N1/8/8/7R/3k1N2/7R/1N6/2R2N2,f4e2 f4e6 
N5R1/8/8/3N4/R7/1N3k2/R7/4RK2,b3d2 b3d4 
1NNRKR2/2N1N3/N6N/1N2N3/2N3N1/4N2R/4kN1N/N3N2R,b5c3 b5d4 
2R1RN2/6N1/7R/3k4/7R/6N1/1N4N1/3K4,g2e3 g2f4 
3RKRN1/3N4/6N1/8/2NN4/2N5/7R/4kN2,d4c2 d4f3 
2N1NNRK/R2N4/3N2Nk/R7/8/8/4N3/6N1,d6f5 d6f7 
2N1RK2/R7/5k2/N6R/8/1N3N2/N4N2/6R1,f2e4 f2g4 
2N2RKR/RNN5/6k1/R7/8/2N1N3/N4N2/3N1NN1,c8e7 
2RKR3/7R/3k4/3N3R/5N2/4N3/4N3/1N3N2,e3c4 e3f5 
2N1NR2/1N6/4N2R/1N1Nk2N/RN6/1NN3N1/8/3RK2N,b4d3 b4c6 
NRK2N2/7R/2k2N2/5N1R/8/8/5N1N/3R3N,f5d4 f5e7 
KR2N3/7R/k4N1N/7R/5N2/6NN/6N1/3N4,e8c7 
4RK2/7R/2N2kN1/N4N1R/1NN4N/3N4/N7/NNN3RN,b4d5 
2N5/N6R/N3k3/7R/8/8/8/3RKRN1,a6c5 a6c7 
6R1/8/8/5N2/R3N3/4N2k/R7/7K,e4f2 e4g5 
1N1RNR2/N7/4N3/N1N3N1/7R/3Nk2N/7R/4K3,a5c4 
4R2N/1N3N2/R2N4/3k4/R1NN4/1N3N2/8/2RKN3,c4e3 c4b6 
R7/3k4/7R/NN6/2N5/8/8/2RKR3,c4e5 c4b6 
1RKRN3/N1NN1NNN/3N1NN1/8/4N1N1/R7/2k5/R1N3NN,g4e3 
N2RK3/N3N3/1N6/R3N2N/1N1Nk3/4N2R/1N4NN/N1N1NR2,h5g3 h5f6 
N1RKR2N/1N5N/N4N2/R2N4/3k1NN1/R7/1N6/1N5N,f4e2 f4e6 
N7/N5N1/8/8/R7/7k/R7/3N2RK,d1f2 
2KR3N/2N5/4N2N/2NN3R/2k2N2/2N4R/8/1RN4N,d5e3 d5b6 
N1RKR3/R7/3k4/R3N3/8/8/8/4N1N1,e5c4 e5f7 
3RKR1N/2N3NN/NN5N/2NN4/1N4NN/N6R/1N2k3/R7,d5c3 d5f4 
N7/6N1/4N3/2N1N3/N3N2R/k4NN1/7R/KRN5,e5c4 
2N1Nk2/R4N2/1N5N/1N6/8/N5N1/2N2N1N/2NNRKR1,b6d7 
2RK1N1N/4N3/7N/5NN1/7R/N1Nk4/R3N3/1N2RN2,e2c1 e2f4 
1N1RKR1N/7N/8/8/2N5/N6R/4kN2/1N5R,b1c3 
4RKR1/2N5/3N4/R7/5kN1/R7/8/8,c7d5 c7e6 
1N1R3N/8/1N4N1/R7/3NkN1N/N6R/1NN3N1/NN2KR2,b1d2 b1c3 
1N1N1RK1/RN6/1N3Nk1/R7/N3N3/7N/NN3N2/1N1N3R,h3f4 
2RKR2N/1N6/R7/3k3N/R7/8/8/8,h5f4 h5f6 
2NK2N1/1N4N1/8/R2N4/3k4/R2N4/N5N1/2R1R3,g7f5 g7e6 
1RNN2N1/3N2NR/k7/7R/6N1/8/1N2N2N/K7,d7c5 d7b8 
2k5/R7/4N1N1/8/8/6N1/2N5/1RKR4,g6e7 
2N1R3/N2N4/8/2N5/R7/5k2/R7/3N1KR1,d7e5 
7N/2N3N1/7N/R7/1NNNk3/R7/1N5N/2NRKR2,c4d2 c4d6 
3K2N1/N2N3R/N1Nk4/R7/5N2/1N6/4N2N/NNR1RNNN,a7b5 a7c8 
N1R1N1N1/3N4/6N1/R7/3k4/R7/N7/3KR1N1,g1e2 g1f3 
N2KR2N/1N3N1N/8/7R/N1NkN3/R2N3N/1N1N4/1NR5,d2b3 d2f3 
4NRKR/8/R7/5Nk1/R5NN/8/N7/7N,h4f3 
6N1/N6N/N5N1/4N3/R7/1N4kN/RN4NN/4NRKR,h2f1 
3R1R2/7N/R7/4kN2/5N1R/1N4N1/2N3N1/NN1NK2N,f4d3 f4g6 
1R2N3/R6N/2k4N/R6N/2N4N/8/7N/2KR1N2,c4a5 c4e5 
3N4/6N1/8/8/R7/N1k5/7R/1RKR4,a3b1 a3b5 
7R/2k2N2/6NR/N6N/N1NN2N1/6NN/5NN1/1RKR4,d4b5 d4e6 
5R2/3N2N1/1N4N1/N3N2R/1N2kN2/N3N2R/2N3N1/3RK3,d7c5 d7f6 
5RN1/N3N3/R7/5Nk1/R7/1N6/6N1/4N1KR,e1f3 
1NN1RKR1/3N3N/5N2/1N5N/3N3N/5N1R/N4kN1/R4N2,f6e4 f6g4 
3R1RN1/8/6N1/8/1N5R/4k3/R7/1N2K3,b4c2 b4d5 
8/8/3NN3/RN6/6k1/R6N/8/4NRKR,h3f2 
1N1R1R2/N7/8/R7/4k1N1/4N2R/8/2N1K3,g4f2 g4f6 
KR5N/8/7R/k7/7R/2N5/3N1N2/7N,d2b3 d2c4 
1R1R1N2/8/N7/7R/2k5/R7/8/NNK3NN,b1d2 b1a3 
N3KR2/4N3/N5N1/1N6/N6R/1N2k3/7R/3R4,e7d5 e7f5 
2N1NNN1/N4N2/R5N1/2k2N1N/7R/N3N3/2N3NN/1RKR3N,f8e6 f8d7 
1R1R4/8/R6N/2k5/7R/2N5/2N5/2K5,c3a4 c3e4 
1N3R1R/R7/6k1/R7/3N4/4N2N/8/4N1K1,h3f4 
1RK5/R1N3N1/1NkN1NN1/R6N/4NN2/4N3/1N6/2NRN3,g6e5 g6e7 
2K3N1/N7/8/RN6/2k5/2N4R/8/1R1R4,b5a3 b5d6 
N2R4/3N3R/2kN1N2/7R/N3NN1N/N5N1/1N4N1/NRK4N,d7e5 d7b8 
1N2R1N1/4N3/3N3N/7R/5k2/7R/8/1N3KR1,e7d5 e7g6 
5NRK/8/R7/N6k/R3N3/8/1N1N3N/2N5,e4g3 e4f6 
2NN4/R1N5/5k2/1N5R/3N4/1N6/1N6/3NRKR1,c7d5 c7e8 
2R1R1N1/8/7R/3k2N1/R7/N4NN1/8/3KN2N,g8f6 g8e7 
5RK1/R7/N4Nk1/R2N4/4N3/N7/NNN5/7R,d5f4 d5e7 
1N2NNR1/2N1N3/8/3N4/2N4R/2N2k2/RN6/4RK2,c4d2 c4e5 
N1RK1N2/R7/NNNk4/R6N/6N1/7N/7N/3NR1N1,b6c4 b6c8 
NN2N2N/3N4/1N1N4/7N/NN3N1R/N3NkN1/1N5R/4RKR1,d7e5 
N7/R5N1/2k2N1N/2N4R/4N3/N6N/N2N2N1/1RKR3N,a2b4 
1N4RK/1NNN3N/1N3N2/4N3/NN3N2/2N2N1N/R7/7k,h3f2 
2N3N1/2N2N1N/3N4/R7/5k2/R7/8/4RKR1,c7d5 c7e6 
1N2K1NN/7R/3Nk1N1/4N2R/8/8/7N/3R1R2,g6f4 g6f8 
N6N/5N2/8/7R/5k2/R7/8/4RKR1,h8g6 
2RKR2N/7R/3kN3/3N3R/8/8/4N3/N3N1NN,h8f7 
2RK4/8/R1N5/3k4/R7/8/7N/4R1N1,c6b4 c6e7 
N1N1R1R1/N2N4/7R/4NkN1/R7/N7/1N5N/4NK2,c8d6 c8e7 
2KR3N/7N/N7/R7/2k1NN2/7R/4N3/NR5N,e4d2 e4d6 
R7/4NkN1/R4N2/5N2/1N5N/8/1NN5/4RKR1,f5d6 f5h6 
2KR4/6NR/1Nk1N2N/R7/8/N7/8/1R6,e6d4 e6d8 
1RKR4/8/8/8/5N1R/2k2N2/R1N5/8,f4e2 f4d5 
3R1R2/7R/4k3/7R/8/N1N1N2N/8/4K1N1,h3f4 h3g5 
R1R4N/7R/Nk6/2N4R/3N4/8/6N1/NK6,c5a4 c5d7 
NN1KN1N1/8/1N6/R7/2NkN3/3N3R/6N1/1NR1R3,b8c6 
R6N/6k1/R1N3N1/8/4N3/N1NN2N1/1N6/2N2RKR,g3f5 g3h5 
NN2KR1N/NN6/7N/R7/3Nk3/R7/2N5/N1NR4,b7c5 b7d6 
1NR4N/8/N6R/1k6/7R/3NN3/1N6/RK4NN,a6c7 
N1NR2N1/1NN5/R7/1N1Nk3/N6R/4N1NN/N3N3/N3KR1N,e3c4 e3g4 
N1RKN3/3N3N/NN6/3N3R/3k4/4N2R/1N3N2/3NR3,e3c2 e3f5 
1N2R1R1/N6R/5k2/R7/N7/1N1N4/1NN1N1N1/NN2NK1N,b8d7 
KR1NN1N1/1N6/6N1/3N4/2NN2N1/6NR/kN4N1/7R,d5c3 d5b4 
3N2RK/8/8/R7/4N2k/R3N2N/8/2N5,e3g2 e3f5 
N3N1R1/1N6/5N2/R7/1N1N3k/R7/2N2N2/3N3K,d4f3 d4f5 
2N2RK1/8/1N2N3/RNN5/2N3k1/R5N1/1N6/1N2N2R,c4e3 c4e5 
1NN3R1/N2N4/3N3N/R7/5k1N/1N5R/3N4/4RK2,h4g2 h4g6 
N1KRN3/2N3N1/N7/8/R1N5/2kN4/R5NN/1R6,c7b5 c7d5 
7R/kNN2N2/7R/2N2N2/2N4N/5NN1/8/KRN5,c7b5 
2R4N/8/7R/3k4/R7/8/3N1NN1/3KR3,g2e3 g2f4 
7K/8/8/1N3N2/R6N/2N2N1k/R7/2N3R1,f3g1 f3g5 
N1RK4/R7/3kN1N1/R3N3/NN6/3N3N/2N3N1/2NNRN2,e5c4 e5f7 
2R1R3/3N4/1N6/7R/3k1N2/7R/1N6/3K3N,f4e2 f4e6 
2K5/6NN/N3N2N/7R/2kN4/R7/N1N1N3/1R1R3N,c2a3 c2e3 
3R1R2/8/6N1/4N2R/4k1N1/7R/8/4K3,g4f2 g4f6 
8/8/3N3R/k5N1/7R/5N2/8/KR6,d6c4 d6b7 
NN2KR2/6N1/2N5/R3N3/N2Nk2N/4N2R/1NN4N/N2R4,a4c3 a4c5 
KR1N4/8/7N/7R/k3N3/4N2R/2NN2NN/7N,e4c3 e4c5 
4RK2/5N1N/8/N4N1R/4Nk2/1N3NNR/8/N5R1,g3e2 g3h5 
3RKR2/2N1N3/1N6/8/N1N5/R7/4k3/R7,a4c3 
2NKR3/1N6/1N4N1/6NR/3k2N1/R7/6N1/2RN3N,g5f3 g5e6 
4NRK1/3N4/R7/6k1/R7/1N6/8/2NNNN1R,e1f3 
8/1N1N4/1N1N4/5N1R/1k2N2N/7R/4N3/RKR2N2,b6d5 
2RK3N/7N/8/4N2R/3kN3/7R/N4N2/3NRN1N,e5f3 e5c6 
1RKR1N1N/3N2N1/7N/4N2N/N3NN1N/R4N2/2k5/7R,f3e1 f3d4 
6K1/R4N2/6k1/R7/4N3/8/8/5RNR,f7e5 f7h8 
N1RK4/1N5N/7N/1N3N2/R6N/3k4/7R/4R3,b7c5 
NNN1KR2/8/7R/4k3/7R/8/8/3R4,b8c6 b8d7 
3N3R/1N2N3/R5N1/6k1/R7/8/1N4N1/5RKN,d8e6 d8f7 
2RKR3/3N4/3N3R/2Nk2N1/3N3R/N4N2/1N1N4/N3N1NN,d7b6 d7f6 
3k4/R7/1N3NN1/2N5/8/8/5N2/2RKR3,c5e6 c5b7 
3k4/4N2R/1N6/8/8/1N6/5N2/2RKR1NN,e7c6 
4N2R/R7/6k1/R1N5/N3N3/4NNN1/8/5RK1,f3h4 f3e5 
3N4/1NN1N1N1/1N4NN/R3N3/1N1Nk2N/7R/1NN5/3RKRN1,b7c5 b7d6 
7N/2N5/4N3/7R/1NkN4/1N5R/8/NRKR2N1,b3d2 b3a5 
R7/4k3/4N2R/8/3N4/1N5N/8/2NRKR2,d4f5 d4c6 
1N5R/k7/7R/2N5/7N/8/8/KR6,b8c6 
6R1/7N/NN5R/2N1Nk2/RN6/7N/N2N1NNN/N1N1RK2,g2e3 g2h4 
NN2RK2/2NN1N2/RN6/2N1Nk2/5N1R/2N5/1N5N/4N1R1,f7d6 f7h6 
N3R1R1/8/8/5N1R/N3NkN1/2N2N1R/N1N4N/N2N1K1N,c3e2 c3d5 
1NRKR3/1N5N/3N1N2/4N2N/3N3N/5NN1/R7/N2k1N2,f1e3 
1RKR4/8/4N3/R7/2k5/RN6/N7/6NN,b3d2 b3a5 
1N1N1KRN/N7/R7/N4kN1/1N5R/N7/1N2NN2/2N1R3,e2g3 e2d4 
3RKR2/2N5/7N/7R/2N1kN2/7R/8/2N5,c4d2 c4d6 
7R/1N1Nk3/4N2R/6N1/2N1N1N1/4NN1N/5NNN/3RKR2,e3d5 e3f5 
7R/2NkN3/7R/NN3NN1/3N2N1/8/NN4N1/N1RKR2N,g4e5 g4f6 
4N2k/R6N/5N1N/1N5N/N7/1N2N3/N7/6RK,h6f7 
2RK4/7R/N2kN1N1/R7/8/6N1/8/4R3,g3e4 g3f5 
1KR5/3N4/1N5R/1k4N1/N6R/8/8/R7,a4c3 
2RNR3/N6N/NN5N/5N2/7R/2NkN3/R2N4/1N1K2N1,a6b4 a6c5 
1RK3NN/3N4/7N/8/2N4R/2kNN3/R1N5/3R4,e3d1 e3d5 
1KN5/8/N5N1/8/7R/1k6/7R/R1R5,a6c5 
1N2RKRN/8/1N5R/N4k2/RN4N1/3N4/1N3N2/N5N1,g4e3 g4h6 
2RK1N2/R6N/3kN3/R2N4/6NN/7N/N3N2N/N2NR1NN,h4f5 
4NRKR/R1N5/3N2kN/R5N1/3NN3/N1N5/N1N3NN/3N3N,g2f4 g2h4 
N1KRN3/7N/R1N5/2k5/R7/N4NN1/2N3N1/1R6,g3e4 
2R4N/7R/1k5N/7R/8/8/1N5N/RK5N,b2a4 b2c4 
2NN4/3N2N1/6N1/1NN1NN2/RN6/7k/R2N4/1N2N1RK,g6f4 
1N3RN1/8/1N6/R7/5NkN/R7/8/N5KR,g8f6 g8h6 
1NN3KR/1N1N4/R7/1N4k1/R7/1N6/N1N5/5RN1,g1f3 g1h3 
3R2N1/1N4N1/4N2R/1N2k3/RN2N3/8/4N3/NN1NKR1N,b4d3 b4c6 
3K4/3N4/8/3N3R/3k3N/R2N4/8/1NR1R3,h4f3 h4f5 
